direction,metric_bug,system,bereich,task_id,generation_id,gold_decision,model_decision,accuracy_match,norm_match,result_correctness_40,result_correctness_frac,subsumption_25,judge_total_100,question,model_begruendung,judge_reason
lenient,1,deepseek-ai/DeepSeek-V4-Pro,strafrecht,2c16176d-1de2-4fb0-bbb8-1a6c78baef66,1a0dada2-67b6-4534-9bc3-ea7e423103f1,Nein.,Nein,0,1,39.5,0.988,23.5,96.0,"Arzt A führt bei Patient P eine medizinisch indizierte Operation durch, klärt ihn jedoch nicht über alle Risiken auf, da in seiner Fachdisziplin seit Jahrzehnten nur über schwerwiegende Komplikationen aufgeklärt wird. P erleidet eine nicht erwähnte Komplikation und zeigt A wegen Körperverletzung an.","Gewohnheitsrecht ist nicht anwendbar. Die Aufklärungspflicht des Arztes folgt aus dem Selbstbestimmungsrecht des Patienten (Art. 2 Abs. 1 i.V.m. Art. 1 Abs. 1 GG) und ist höchstrichterlich konkretisiert. Danach muss der Patient über alle wesentlichen Risiken aufgeklärt werden, nicht nur über schwerwiegende Komplikationen. Eine jahrzehntelange abweichende Praxis einer Fachdisziplin begründet kein derogierendes Gewohnheitsrecht, da es an der erforderlichen allgemeinen Rechtsüberzeugung fehlt und die Praxis gegen höherrangiges Verfassungsrecht verstößt. Die Übung einer bestimmten Ärztegruppe vermag zwingende rechtliche Vorgaben nicht zu überspielen.",Die Entscheidung 'Nein' ist zutreffend und entspricht der Referenzlösung. Gewohnheitsrecht kann eine strafbarkeitshindernde Einschränkung der ärztlichen Aufklärungspflicht hier nicht begründen.
lenient,1,Qwen/Qwen3.6-35B-A3B,strafrecht,2c16176d-1de2-4fb0-bbb8-1a6c78baef66,d6043270-f508-4b97-8133-c61cff4fa9dc,Nein.,Nein,0,1,39.5,0.988,22.5,94.0,"Arzt A führt bei Patient P eine medizinisch indizierte Operation durch, klärt ihn jedoch nicht über alle Risiken auf, da in seiner Fachdisziplin seit Jahrzehnten nur über schwerwiegende Komplikationen aufgeklärt wird. P erleidet eine nicht erwähnte Komplikation und zeigt A wegen Körperverletzung an.","Die Aufklärungspflicht zur wirksamen Einwilligung in einen medizinischen Eingriff leitet sich aus dem verfassungsrechtlichen Selbstbestimmungsrecht des Patienten (Art. 2 Abs. 2 i.V.m. Art. 1 Abs. 1 GG) sowie § 630d BGB ab. Dieses Grundrecht steht jeder berufsständischen Gepflogenheit voran. Eine Gewohnheitsregel, die sich auf das jahrzehntelange Unterlassen der Aufklärung über nicht-schwere Risiken stützt, ist mit dem Kern der Patientenautonomie unvereinbar und kann die gesetzliche wie rechtsprechungsrechtliche Pflicht zur umfassenden, am individuellen Entscheidungswillen des Patienten orientierten Aufklärung nicht verdrängen. Daher ist Gewohnheitsrecht für die Ausgestaltung der ärztlichen A","Die Entscheidung 'Nein' ist zutreffend. Auch die Kernaussage, dass Gewohnheitsrecht die Aufklärungspflicht nicht einschränken kann, entspricht der Referenzlösung. Nur minimale Abzüge, weil die Antwort etwas weiter ausholt als nötig."
lenient,1,Qwen/Qwen3.5-122B-A10B,strafrecht,2c16176d-1de2-4fb0-bbb8-1a6c78baef66,b3d95bd1-2adc-40d4-809a-085f4cbb912c,Nein.,Nein,0,1,39.5,0.988,22.5,92.0,"Arzt A führt bei Patient P eine medizinisch indizierte Operation durch, klärt ihn jedoch nicht über alle Risiken auf, da in seiner Fachdisziplin seit Jahrzehnten nur über schwerwiegende Komplikationen aufgeklärt wird. P erleidet eine nicht erwähnte Komplikation und zeigt A wegen Körperverletzung an.","Die Aufklärungspflicht gemäß § 630d BGB leitet sich aus dem verfassungsrechtlichen Selbstbestimmungsrecht (Art. 2 I GG) ab. Medizinische Gepflogenheiten können dieses Recht nicht einschränken. Es fehlt an der notwendigen Rechtsüberzeugung, um ein Gewohnheitsrecht zu begründen, das den Patientenstandard zugunsten eines bloßen Arztestandards begrenzt.","Die Antwort gelangt zutreffend zum Ergebnis Nein. Gewohnheitsrecht kann die strafbarkeitshindernde Aufklärungspflicht nicht in dem Sinne einschränken, dass eine bloß berufliche Übung die rechtlich erforderliche Aufklärung ersetzt. Die Kernantwort stimmt vollständig mit der Referenzlösung überein."
lenient,1,claude-opus-4-7,strafrecht,2c16176d-1de2-4fb0-bbb8-1a6c78baef66,2895c35c-b2b4-4f2b-a739-a6b567f8f59f,Nein.,Nein,0,1,39.5,0.988,22.5,95.0,"Arzt A führt bei Patient P eine medizinisch indizierte Operation durch, klärt ihn jedoch nicht über alle Risiken auf, da in seiner Fachdisziplin seit Jahrzehnten nur über schwerwiegende Komplikationen aufgeklärt wird. P erleidet eine nicht erwähnte Komplikation und zeigt A wegen Körperverletzung an.","Im Strafrecht gilt der Gesetzlichkeitsgrundsatz nach Art. 103 II GG, § 1 StGB (nullum crimen, nulla poena sine lege scripta). Eine Strafbarkeit bzw. deren Ausschluss kann nur durch geschriebenes Gesetz begründet oder modifiziert werden. Zwar ist täterbegünstigendes Gewohnheitsrecht teils zulässig, doch ist die ärztliche Aufklärungspflicht als Voraussetzung der rechtfertigenden Einwilligung gesetzlich (§ 630e BGB) geregelt und durch die Rechtsprechung konkretisiert. Eine bloße jahrzehntelange Übung innerhalb einer Fachdisziplin, nur über schwerwiegende Komplikationen aufzuklären, erfüllt weder die Voraussetzungen einer langandauernden, allgemeinen Rechtsüberzeugung (opinio iuris) noch kann si","Die Entscheidung 'Nein' ist zutreffend und entspricht der Referenzlösung. Dass Gewohnheitsrecht die ärztliche Aufklärungspflicht nicht strafbarkeitsbegründend oder -ausschließend modifizieren kann, wird richtig erkannt."
lenient,1,gemini-3.1-flash-lite-preview,strafrecht,d0c3b90a-ad95-4a45-9910-49f958f0faca,0c3bbfd1-c345-4865-a9fc-a99cc2110dd8,Nein.,Nein,0,1,39.5,0.988,22.5,95.0,"In einer Gemeinde wird seit über 30 Jahren wöchentlich ein privates Pokerturnier mit Geldeinsätzen veranstaltet. Die lokale Polizei und Behörden wissen davon, schreiten aber nie ein. Organisator O wird nun wegen unerlaubter Veranstaltung eines Glücksspiels (§ 284 StGB) angezeigt und beruft sich auf regionales Gewohnheitsrecht.","Das Legalitätsprinzip gemäß § 152 Abs. 2 StPO verpflichtet die Strafverfolgungsbehörden zum Einschreiten bei hinreichendem Tatverdacht. Gewohnheitsrecht kann das geschriebene Strafrecht nicht außer Kraft setzen, da es gegen den Grundsatz der Gesetzmäßigkeit nach Art. 103 Abs. 2 GG ('nullum crimen, nulla poena sine lege') verstößt. Eine jahrzehntelange Duldung durch Behörden begründet weder einen Vertrauensschutz noch eine rechtliche Rechtfertigung für die Tatbestandsverwirklichung nach § 284 StGB.",Die Entscheidung 'Nein' ist richtig. Gewohnheitsrecht kann im Strafrecht keine strafbarkeitsbegründenden oder -ausschließenden Tatbestände schaffen; behördliche Duldung ändert daran nichts. Die Antwort trifft damit den Kern der Referenzlösung voll.
lenient,1,Qwen/Qwen3-235B-A22B-Thinking-2507,strafrecht,d0c3b90a-ad95-4a45-9910-49f958f0faca,786d9433-1289-489c-ac89-086a6335c1ca,Nein.,Nein,0,1,39.5,0.988,22.5,94.0,"In einer Gemeinde wird seit über 30 Jahren wöchentlich ein privates Pokerturnier mit Geldeinsätzen veranstaltet. Die lokale Polizei und Behörden wissen davon, schreiten aber nie ein. Organisator O wird nun wegen unerlaubter Veranstaltung eines Glücksspiels (§ 284 StGB) angezeigt und beruft sich auf regionales Gewohnheitsrecht.","Gewohnheitsrecht ist im deutschen Recht grundsätzlich anerkannt, unterliegt aber der gesetzlichen Vorbehalt (Art. 100 GG i.V.m. Art. 20 Abs. 3 GG). § 284 StGB verbietet ausdrücklich unerlaubte Glücksspiele, weshalb ein abweichendes regionales Gewohnheitsrecht wegen Widerspruchs zum Strafrecht nicht entstehen kann (nulla poena sine lege). Die behördliche Duldung begründet kein Gewohnheitsrecht, sondern lediglich eine Verwaltungspraxis, die rechtlich unverbindlich bleibt.","Die Entscheidung 'Nein' ist eindeutig richtig. Die Begründung trifft den Kern der Referenzlösung sehr gut: Gewohnheitsrecht kann die gesetzliche Strafbarkeit nicht verdrängen, und bloße Duldung schafft keine Legalisierung. Nur minimale Abzüge wegen einer leicht unpräzisen normativen Einordnung."
lenient,1,gpt-5.4-mini,strafrecht,d0c3b90a-ad95-4a45-9910-49f958f0faca,416edd8d-cd3d-4e78-aaa4-425aa4c5a863,Nein.,Nein,0,1,39.5,0.988,23.5,96.0,"In einer Gemeinde wird seit über 30 Jahren wöchentlich ein privates Pokerturnier mit Geldeinsätzen veranstaltet. Die lokale Polizei und Behörden wissen davon, schreiten aber nie ein. Organisator O wird nun wegen unerlaubter Veranstaltung eines Glücksspiels (§ 284 StGB) angezeigt und beruft sich auf regionales Gewohnheitsrecht.","Gewohnheitsrecht kann § 284 StGB nicht verdrängen. Strafbarkeit setzt ein Gesetz voraus (Art. 103 Abs. 2 GG, § 1 StGB); nur gesetzliches, nicht regionales Gewohnheitsrecht kann im Strafrecht keine Erlaubnisnorm begründen. Die jahrzehntelange Duldung durch Polizei und Behörden schafft daher keine Rechtfertigung für das Pokerturnier.",Die Entscheidung 'Nein' ist juristisch richtig. Die Begründung entspricht der Referenzlösung und trifft den Kern: Gewohnheitsrecht kann weder Strafbarkeit noch einen Rechtfertigungsgrund gegenüber § 284 StGB begründen; nur der Gesetzgeber könnte legalisieren.
lenient,1,claude-sonnet-4-6,strafrecht,d0c3b90a-ad95-4a45-9910-49f958f0faca,6b587c60-5597-41cc-9c89-59b73f16800f,Nein.,Nein,0,1,39.5,0.988,23.5,96.0,"In einer Gemeinde wird seit über 30 Jahren wöchentlich ein privates Pokerturnier mit Geldeinsätzen veranstaltet. Die lokale Polizei und Behörden wissen davon, schreiten aber nie ein. Organisator O wird nun wegen unerlaubter Veranstaltung eines Glücksspiels (§ 284 StGB) angezeigt und beruft sich auf regionales Gewohnheitsrecht.","Im Strafrecht gilt das Gesetzlichkeitsprinzip gemäß Art. 103 Abs. 2 GG und § 1 StGB: Keine Strafe ohne Gesetz (nulla poena sine lege scripta). Dieses Prinzip schließt Gewohnheitsrecht als Grundlage strafbegründender oder strafschärfender Normen ausdrücklich aus. § 284 StGB ist eine geschriebene Strafnorm, die die Veranstaltung eines Glücksspiels ohne behördliche Erlaubnis unter Strafe stellt. Der Einwand des O, regionales Gewohnheitsrecht habe durch jahrzehntelange behördliche Duldung einen strafrechtsausschließenden Gewohnheitsrechtssatz erzeugt, greift nicht durch. Zwar kann Gewohnheitsrecht zugunsten des Täters (strafaufhebend) im Strafrecht grundsätzlich anerkannt werden, jedoch setzt Ge",Die Entscheidung 'Nein' ist richtig und entspricht der Referenzlösung. Die Begründung trifft den Kern: Gewohnheitsrecht kann keine Strafbarkeit beseitigen und behördliche Duldung ersetzt keine gesetzliche Grundlage.
lenient,1,gemini-3.1-pro-preview,strafrecht,d0c3b90a-ad95-4a45-9910-49f958f0faca,2c6957ec-7a40-4a94-aced-d53255cf064a,Nein.,Nein,0,1,39.5,0.988,22.5,95.0,"In einer Gemeinde wird seit über 30 Jahren wöchentlich ein privates Pokerturnier mit Geldeinsätzen veranstaltet. Die lokale Polizei und Behörden wissen davon, schreiten aber nie ein. Organisator O wird nun wegen unerlaubter Veranstaltung eines Glücksspiels (§ 284 StGB) angezeigt und beruft sich auf regionales Gewohnheitsrecht.","Gewohnheitsrecht setzt neben einer lang andauernden, tatsächlichen Übung (longa consuetudo) auch die allgemeine Überzeugung voraus, dass dieses Verhalten rechtmäßig und verbindlich ist (opinio iuris). Die bloße faktische Duldung durch lokale Behörden über 30 Jahre hinweg (Behördenduldung) führt nicht zur Entstehung von Gewohnheitsrecht, da es an einer entsprechenden allgemeinen Rechtsüberzeugung fehlt, das Verhalten sei gesetzlich erlaubt. Zudem kann ein bloß regionales Gewohnheitsrecht formelles Bundesrecht (§ 284 StGB) nicht außer Kraft setzen (Art. 31 GG). Der Veranstalter kann sich daher nicht auf Gewohnheitsrecht berufen, um den Straftatbestand zu beseitigen oder zu rechtfertigen.",Die Entscheidung 'Nein' ist eindeutig richtig. Gewohnheitsrecht kann keine strafbarkeitsbegründenden oder -ausschließenden Tatbestände schaffen oder eine gesetzliche Strafbarkeit nach § 284 StGB beseitigen. Die Antwort trifft damit den Kern der Referenzlösung vollständig.
lenient,1,deepseek-ai/DeepSeek-V4-Flash,strafrecht,d0c3b90a-ad95-4a45-9910-49f958f0faca,de1ad4a2-f196-4bc9-b719-f67fbf44c9c7,Nein.,Nein,0,1,39.5,0.988,17.5,89.5,"In einer Gemeinde wird seit über 30 Jahren wöchentlich ein privates Pokerturnier mit Geldeinsätzen veranstaltet. Die lokale Polizei und Behörden wissen davon, schreiten aber nie ein. Organisator O wird nun wegen unerlaubter Veranstaltung eines Glücksspiels (§ 284 StGB) angezeigt und beruft sich auf regionales Gewohnheitsrecht.","Gewohnheitsrecht scheidet aus, weil die Voraussetzungen einer langen, gleichmäßigen und allgemeinen Übung sowie der opinio necessitatis fehlen. Die bloße Duldung durch Behörden begründet noch keine Rechtsüberzeugung der beteiligten Rechtsgemeinschaft, die eine Abweichung von § 284 StGB rechtfertigen könnte. Zudem steht der Anwendbarkeit von Gewohnheitsrecht im Strafrecht der verfassungsrechtliche Grundsatz nullum crimen sine lege (Art. 103 Abs. 2 GG, § 1 StGB) entgegen, der nur geschriebenes Gesetz als Strafbarkeitsgrundlage zulässt und eine Rechtsfortbildung contra legem ausschließt.",Die Entscheidung 'Nein' ist zutreffend. Gewohnheitsrecht kann im Strafrecht keine Strafbarkeit aufheben oder begründen; die behördliche Duldung ändert daran nichts. Die Antwort trifft damit den Kern der Referenzlösung voll.
lenient,1,claude-opus-4-7,strafrecht,451a5988-786e-4ca9-b10a-36e942084048,e5094b90-9fc1-46c7-8597-17669c08db57,Nein.,Nein,0,1,39.5,0.988,22.5,95.0,"Bootsbesitzer K betreibt seit 25 Jahren seine Motorjacht auf dem Bodensee. Wie viele andere Bootsbesitzer seiner Generation hat er jahrzehntelang die Toilettenabwässer seiner Jacht direkt in den Bodensee eingeleitet. Als Begründung führt er an, dass das schon immer so gemacht wurde und dass früher alle Bootsbesitzer das so gehandhabt haben. Als die Wasserschutzpolizei ihn bei einer Routinekontrolle im Frühjahr 2025 auf sein Verhalten anspricht und ein Bußgeld verhängt, beruft sich Karl auf ein angebliches Gewohnheitsrecht.","Gewohnheitsrecht entsteht durch eine lang andauernde, gleichmäßige tatsächliche Übung (longa consuetudo), die von einer entsprechenden Rechtsüberzeugung der Beteiligten (opinio iuris) getragen wird. Zwar mag eine langjährige Übung der Bootsbesitzer bestanden haben, doch fehlt es an der Rechtsüberzeugung – das Einleiten von Fäkalien erfolgte aus Bequemlichkeit, nicht im Bewusstsein rechtlicher Verbindlichkeit. Zudem kann Gewohnheitsrecht zwingendes geschriebenes Recht nicht verdrängen: Die Einleitung von Abwässern in oberirdische Gewässer ist nach §§ 8, 9 Abs. 1 Nr. 4 WHG erlaubnispflichtig und ohne Erlaubnis nach § 103 WHG bußgeldbewehrt; für den Bodensee gilt zusätzlich die Bodensee-Schifff","Die Entscheidung ist zutreffend: Gewohnheitsrecht ist hier nicht anwendbar. Die Antwort trifft damit das richtige Ergebnis und begründet es überzeugend. Minimaler Abzug nur, weil die Antwort einige zusätzliche Normen nennt, die für die Kernfrage nicht erforderlich sind, ohne dass dies das Ergebnis beeinträchtigt."
lenient,1,gemini-3.1-pro-preview,strafrecht,451a5988-786e-4ca9-b10a-36e942084048,f06063f3-142c-4ade-b6c7-a67e5e873770,Nein.,Nein,0,1,39.5,0.988,22.5,94.0,"Bootsbesitzer K betreibt seit 25 Jahren seine Motorjacht auf dem Bodensee. Wie viele andere Bootsbesitzer seiner Generation hat er jahrzehntelang die Toilettenabwässer seiner Jacht direkt in den Bodensee eingeleitet. Als Begründung führt er an, dass das schon immer so gemacht wurde und dass früher alle Bootsbesitzer das so gehandhabt haben. Als die Wasserschutzpolizei ihn bei einer Routinekontrolle im Frühjahr 2025 auf sein Verhalten anspricht und ein Bußgeld verhängt, beruft sich Karl auf ein angebliches Gewohnheitsrecht.","Gewohnheitsrecht setzt eine lang andauernde, allgemeine Übung (longa consuetudo) sowie die Überzeugung der Rechtsgemeinschaft voraus, dass diese Übung rechtlich verbindlich oder erlaubt sei (opinio iuris). Zwar mag eine faktische Praxis in der Vergangenheit bestanden haben, es fehlt jedoch an der erforderlichen Rechtsüberzeugung. Die Einleitung von Abwässern verstößt gegen zwingendes, höherrangiges Gesetzesrecht (Umwelt- und Gewässerschutzrecht, z. B. WHG und Bodensee-Schifffahrts-Ordnung). Eine bloße faktische Gewohnheit oder ein rechtswidriger Usus kann ein entgegenstehendes, zwingendes Gesetzesrecht nicht außer Kraft setzen (kein Gewohnheitsrecht contra legem). K kann sich folglich nicht","Die Entscheidung 'Nein' ist klar richtig und entspricht der Referenzlösung. Die Ablehnung von Gewohnheitsrecht im Widerspruch zu zwingendem Umwelt- und Gewässerschutzrecht ist zutreffend. Ein minimaler Punktabzug, weil die Antwort Art. 103 Abs. 2 GG und die strafrechtliche Einordnung nicht ausdrücklich nennt, obwohl das Ergebnis dadurch nicht beeinträchtigt wird."
lenient,1,gpt-5.4,strafrecht,451a5988-786e-4ca9-b10a-36e942084048,9f7dc18f-43b2-4d9d-97a6-9eae445fc4c7,Nein.,Nein,0,1,39.5,0.988,21.5,91.0,"Bootsbesitzer K betreibt seit 25 Jahren seine Motorjacht auf dem Bodensee. Wie viele andere Bootsbesitzer seiner Generation hat er jahrzehntelang die Toilettenabwässer seiner Jacht direkt in den Bodensee eingeleitet. Als Begründung führt er an, dass das schon immer so gemacht wurde und dass früher alle Bootsbesitzer das so gehandhabt haben. Als die Wasserschutzpolizei ihn bei einer Routinekontrolle im Frühjahr 2025 auf sein Verhalten anspricht und ein Bußgeld verhängt, beruft sich Karl auf ein angebliches Gewohnheitsrecht.","Gewohnheitsrecht ist hier nicht anwendbar. Gewohnheitsrecht setzt eine langandauernde tatsächliche Übung und die Überzeugung der Beteiligten voraus, rechtlich so handeln zu dürfen oder zu müssen (opinio iuris). Selbst wenn viele Bootsbesitzer jahrzehntelang Toilettenabwässer in den Bodensee eingeleitet haben, genügt bloße Übung allein nicht. Im Wasser- und Umweltrecht ist ein entgegenstehendes gesetzliches Regelungsregime maßgeblich; ein gesetzeswidriges Verhalten kann nicht durch Gewohnheit zu einem Recht werden. Karls Hinweis, das sei ""schon immer so gemacht"" worden, belegt allenfalls tatsächliche Übung, aber kein rechtlich anerkennungsfähiges Gewohnheitsrecht gegen bestehende Schutzvorsch","Die Entscheidung 'Nein' ist juristisch zutreffend und voll vertretbar. Gewohnheitsrecht kann hier nicht als Rechtfertigung für die Einleitung von Toilettenabwässern in den Bodensee dienen. Nur minimale Punktabzüge, weil die Antwort die Referenzargumentation nicht vollständig ausschöpft."
lenient,1,deepseek-ai/DeepSeek-V4-Flash,strafrecht,451a5988-786e-4ca9-b10a-36e942084048,eb9a5a2e-0625-4469-ab0c-c2478898c0d7,Nein.,Nein,0,1,39.5,0.988,19.5,87.0,"Bootsbesitzer K betreibt seit 25 Jahren seine Motorjacht auf dem Bodensee. Wie viele andere Bootsbesitzer seiner Generation hat er jahrzehntelang die Toilettenabwässer seiner Jacht direkt in den Bodensee eingeleitet. Als Begründung führt er an, dass das schon immer so gemacht wurde und dass früher alle Bootsbesitzer das so gehandhabt haben. Als die Wasserschutzpolizei ihn bei einer Routinekontrolle im Frühjahr 2025 auf sein Verhalten anspricht und ein Bußgeld verhängt, beruft sich Karl auf ein angebliches Gewohnheitsrecht.","Gewohnheitsrecht ist grundsätzlich im deutschen Recht anerkannt, setzt jedoch eine langandauernde, gleichmäßige Übung aller Beteiligten sowie die Überzeugung der Rechtsgemeinschaft voraus, dass diese Übung rechtlich geboten (opinio necessitatis) und nicht nur tatsächlicher Brauch ist. Die bloße langjährige, illegale Praxis einzelner Bootsbesitzer, Abwässer einzuleiten, begründet noch keine allgemeine Rechtsüberzeugung der gesamten Rechtsgemeinschaft; zudem hat der Gesetzgeber mit dem WHG und den landesrechtlichen Vorschriften (Bodensee) ein gesetzliches Verbot der Einleitung von Schiffsabwässern normiert, das Vorrang vor etwaigem Gewohnheitsrecht hat. Ein Verstoß gegen geltendes Recht kann n","Die Entscheidung 'Nein' ist zutreffend. Gewohnheitsrecht kann die illegale Einleitung von Toilettenabwässern nicht legitimieren, insbesondere nicht gegen gesetzliche Umwelt- und Strafvorschriften. Daher ist das Ergebnis vollumfänglich richtig."
lenient,1,gemini-3.1-pro-preview,strafrecht,ed1a6209-1155-4c1d-943d-5f4df14844aa,9eb294be-6c9a-485a-8447-eaea554de7fb,Nein.,Nein,0,1,39.5,0.988,22.5,94.0,"In Berlin versuchen junge Männer, die Tradition des Maibaumstehlens aus Bayern zu importieren, und stehlen in der Nacht zum 1. Mai den Maibaum eines benachbarten Stadtteils. Sie berufen sich auf den bayerischen Brauch, wonach der Maibaum später gegen eine Auslöse in Form von Bier und Brotzeit zurückgegeben werden soll. Im Gegensatz zu Bayern existiert diese Tradition in Berlin jedoch nicht, und die Beteiligten haben sie erst vor zwei Jahren nach einem Bericht im Fernsehen begonnen. Der Bezirksbürgermeister erstattet Anzeige wegen Diebstahls, woraufhin sich die Beschuldigten auf die gewohnheitsrechtliche Rechtfertigung berufen, die in Bayern anerkannt sei.","Die Entstehung von Gewohnheitsrecht setzt eine lang andauernde, stetige Übung (longa consuetudo) sowie eine allgemeine Rechtsüberzeugung (opinio iuris) voraus, dass diese Übung rechtlich verbindlich oder rechtmäßig ist. Im vorliegenden Sachverhalt fehlt es in Berlin an einer solchen etablierten Übung. Die erst vor zwei Jahren nach einem Fernsehbericht begonnene Praxis begründet keine langjährige Tradition. Zudem fehlt die allgemeine Rechtsüberzeugung in der Berliner Bevölkerung, da der Brauch dort nicht existiert. Bayerisches Regionalgewohnheitsrecht kann in Berlin keine rechtfertigende Wirkung entfalten. Folglich ist Gewohnheitsrecht hier nicht anwendbar.",Die Entscheidung ist zutreffend: Gewohnheitsrecht ist im Berliner Fall nicht anwendbar. Die Ablehnung entspricht der Referenzlösung und ist juristisch tragfähig.
lenient,1,deepseek-ai/DeepSeek-V4-Pro,strafrecht,ed1a6209-1155-4c1d-943d-5f4df14844aa,a4c62004-298a-4d57-bda9-63030fe61b56,Nein.,Nein,0,1,39.5,0.988,23.5,91.5,"In Berlin versuchen junge Männer, die Tradition des Maibaumstehlens aus Bayern zu importieren, und stehlen in der Nacht zum 1. Mai den Maibaum eines benachbarten Stadtteils. Sie berufen sich auf den bayerischen Brauch, wonach der Maibaum später gegen eine Auslöse in Form von Bier und Brotzeit zurückgegeben werden soll. Im Gegensatz zu Bayern existiert diese Tradition in Berlin jedoch nicht, und die Beteiligten haben sie erst vor zwei Jahren nach einem Bericht im Fernsehen begonnen. Der Bezirksbürgermeister erstattet Anzeige wegen Diebstahls, woraufhin sich die Beschuldigten auf die gewohnheitsrechtliche Rechtfertigung berufen, die in Bayern anerkannt sei.","Gewohnheitsrecht setzt eine längere, allgemeine und von einer Rechtsüberzeugung getragene Übung voraus (§ 293 ZPO analog, Art. 2 EGBGB). Hier fehlt es an der erforderlichen langandauernden Übung in Berlin, da der Brauch erst vor zwei Jahren nach einer Fernsehsendung begonnen wurde. Zudem besteht keine allgemeine Anerkennung, da die Tradition in Berlin unbekannt ist und erst künstlich importiert wurde. Eine gewohnheitsrechtliche Rechtfertigung eines bestehenden bayerischen Brauchs kann nicht auf ein anderes Bundesland übertragen werden, dem die historische Übung fehlt.","Die Entscheidung 'Nein' ist im Ergebnis zutreffend und entspricht der Referenzlösung. Die Begründung trifft den Kern: In Berlin fehlt es an der für Gewohnheitsrecht erforderlichen langjährigen, allgemein akzeptierten Übung."
lenient,1,gpt-5.4,strafrecht,ed1a6209-1155-4c1d-943d-5f4df14844aa,7192cd7d-322a-45d5-b506-608569450d4d,Nein.,Nein,0,1,39.5,0.988,23.5,96.0,"In Berlin versuchen junge Männer, die Tradition des Maibaumstehlens aus Bayern zu importieren, und stehlen in der Nacht zum 1. Mai den Maibaum eines benachbarten Stadtteils. Sie berufen sich auf den bayerischen Brauch, wonach der Maibaum später gegen eine Auslöse in Form von Bier und Brotzeit zurückgegeben werden soll. Im Gegensatz zu Bayern existiert diese Tradition in Berlin jedoch nicht, und die Beteiligten haben sie erst vor zwei Jahren nach einem Bericht im Fernsehen begonnen. Der Bezirksbürgermeister erstattet Anzeige wegen Diebstahls, woraufhin sich die Beschuldigten auf die gewohnheitsrechtliche Rechtfertigung berufen, die in Bayern anerkannt sei.","Gewohnheitsrecht ist hier nicht anwendbar. Strafrechtlich gilt der Vorbehalt des Gesetzes (Art. 103 Abs. 2 GG); rechtfertigende Gewohnheitsrechte kommen daher nur äußerst zurückhaltend in Betracht und setzen jedenfalls eine langandauernde, allgemeine Übung mit gefestigter Rechtsüberzeugung voraus. Nach dem Sachverhalt besteht das Maibaumstehlen in Berlin gerade nicht als überkommene lokale Tradition, sondern wurde erst vor zwei Jahren nach einem Fernsehbericht eingeführt. Es fehlt damit schon an einer hinreichend verfestigten tatsächlichen Übung und erst recht an einer von der Berliner Gemeinschaft getragenen opinio iuris. Dass ein solcher Brauch in Bayern anerkannt sein mag, genügt für Berl","Die Entscheidung 'Nein' ist zutreffend und entspricht der Referenzlösung. Die Ablehnung der Anwendbarkeit von Gewohnheitsrecht in Berlin ist überzeugend begründet. Kleine Abzüge nur, weil die Antwort den bayerischen Brauch etwas stärker auf den strafrechtlichen Rechtfertigungsstatus hätte zuspitzen können."
lenient,1,claude-sonnet-4-6,strafrecht,ed1a6209-1155-4c1d-943d-5f4df14844aa,263a5be0-0e89-4b9c-a7e5-3762569a085b,Nein.,Nein,0,1,39.5,0.988,23.5,95.0,"In Berlin versuchen junge Männer, die Tradition des Maibaumstehlens aus Bayern zu importieren, und stehlen in der Nacht zum 1. Mai den Maibaum eines benachbarten Stadtteils. Sie berufen sich auf den bayerischen Brauch, wonach der Maibaum später gegen eine Auslöse in Form von Bier und Brotzeit zurückgegeben werden soll. Im Gegensatz zu Bayern existiert diese Tradition in Berlin jedoch nicht, und die Beteiligten haben sie erst vor zwei Jahren nach einem Bericht im Fernsehen begonnen. Der Bezirksbürgermeister erstattet Anzeige wegen Diebstahls, woraufhin sich die Beschuldigten auf die gewohnheitsrechtliche Rechtfertigung berufen, die in Bayern anerkannt sei.","Gewohnheitsrecht setzt drei Elemente voraus: eine langandauernde, gleichmäßige tatsächliche Übung (consuetudo/longa consuetudo), die allgemeine Überzeugung der Rechtsverbindlichkeit (opinio iuris sive necessitatis) sowie räumliche Geltung. Im vorliegenden Fall fehlt es schon an der consuetudo in Berlin: Die Beschuldigten praktizieren die Übung erst seit zwei Jahren – nach einem Fernsehbericht –, was weder eine hinreichend langandauernde noch eine gleichmäßig etablierte Übung begründet. Darüber hinaus fehlt die opinio iuris in der Berliner Bevölkerung; der Brauch ist in Berlin gesellschaftlich nicht verankert und wird nicht als rechtlich verbindlich empfunden. Eine regional begrenzte Gewohnhe","Die Entscheidung 'Nein' ist klar richtig. Gewohnheitsrecht ist im Berliner Fall nicht anwendbar, weil die Voraussetzungen einer gewohnheitsrechtlichen Rechtfertigung nicht vorliegen. Die Antwort trifft damit den Kern der Referenzlösung vollständig."
